Company,Company Score,Job Title,Location,Date,Salary,job family,seniority,specialization,city,state,is_remote,data_not_available,country,date_since_posted,salary_min,salary_max
peterson technologies,4.0,software engineer,"Owings Mills, MD",23d,102K - 150K,software engineer,not specified,,Owings Mills,MD,False,False,United States,23,102000.0,150000.0
"longpath technologies, inc.",3.7,senior software engineer (hybrid available),"Bolingbrook, IL",22d,139K - 184K,software engineer,senior,,Bolingbrook,IL,False,False,United States,22,139000.0,184000.0
gradient,4.0,mid level software engineer,"Hanover, MD",30d+,94K - 118K,software engineer,mid-level,,Hanover,MD,False,False,United States,30,94000.0,118000.0
amazon.com services llc,4.2,senior software engineer,"Boulder, CO",18d,94K - 136K,software engineer,senior,,Boulder,CO,False,False,United States,18,94000.0,136000.0
envisn incorporated,3.7,senior software engineer,"Burlingame, CA",2d,126K - 265K,software engineer,senior,,Burlingame,CA,False,False,United States,2,126000.0,265000.0
intersoft data labs,3.5,"software development engineer ii, sort tech","Tempe, AZ",3d,100K - 135K,software engineer,junior,,Tempe,AZ,False,False,United States,3,100000.0,135000.0
digital insight printing,4.1,software quality assurance (tester) engineer,"Indianola, PA",9d,175K - 209K,software engineer,not specified,,Indianola,PA,False,False,United States,9,175000.0,209000.0
teradyne,3.6,software engineer (onsite),"Columbia, MD",25d,248K - 385K,software engineer,not specified,,Columbia,MD,False,False,United States,25,248000.0,385000.0
beshenich muir & associates llc,4.6,magento developer,Remote,24h,91K - 152K,other,not specified,,,,True,False,United States,24,91000.0,152000.0
powermind solutions,4.6,software machine learning engineer,"North Reading, MA",3d,129K - 193K,machine learning engineer,not specified,,North Reading,MA,False,False,United States,3,129000.0,193000.0
plaid,3.7,software systems engineer,"Fort Belvoir, VA",30d+,98K - 135K,software engineer,not specified,,Fort Belvoir,VA,False,False,United States,30,98000.0,135000.0
"grammarly, inc.",3.2,software developer,Georgia,4d,114K - 149K,software engineer,not specified,,Georgia,,False,False,United States,4,114000.0,149000.0
shipperhq,4.0,software engineer - credit,"San Francisco, CA",30d+,130K - 236K,software engineer,not specified,,San Francisco,CA,False,False,United States,30,130000.0,236000.0
bryn neil,3.6,"software engineer, back-end",United States,30d+,144K - 288K,software engineer,not specified,,United States,,False,False,United States,30,144000.0,288000.0
dcs corp,3.9,sr. software engineer - site reliability,"Austin, TX",16d,49K - 84K,software engineer,senior,,Austin,TX,False,False,United States,16,49000.0,84000.0
bank of america,3.4,cleared software engineer,"Denver, CO",3d,129K - 224K,software engineer,not specified,,Denver,CO,False,False,United States,3,129000.0,224000.0
"amazon web services, inc.",3.8,software developer,Maryland,3d,118K - 184K,software engineer,not specified,,Maryland,,False,False,United States,3,118000.0,184000.0
"bio-rad laboratories, inc.",4.1,data center services - software engineer,"Plano, TX",8d,86K - 116K,software engineer,not specified,,Plano,TX,False,False,United States,8,86000.0,116000.0
"audacy, inc.",4.8,"software dev engineer, l5 , sfsc integrations","Seattle, WA",23d,124K - 234K,software engineer,not specified,,Seattle,WA,False,False,United States,23,124000.0,234000.0
cyberkorp,4.2,software developer in test,"Hercules, CA",10d,80K - 119K,software engineer,not specified,,Hercules,CA,False,False,United States,10,80000.0,119000.0
leidos,3.5,senior software engineer,"Denver, CO",4d,88K,software engineer,senior,,Denver,CO,False,False,United States,4,,
boeing intelligence & analytics,3.4,"software developers – multiple openings – bloomingdale, il",United States,30d+,55K,software engineer,not specified,,United States,,False,False,United States,30,,
tesla,4.1,junior java software engineer,"Fort Meade, MD",30d+,234K - 284K,software engineer,junior,java,Fort Meade,MD,False,False,United States,30,234000.0,284000.0
openai,3.1,apprentice etl software engineer,"Elkridge, MD",30d+,160K - 385K,software engineer,not specified,,Elkridge,MD,False,False,United States,30,160000.0,385000.0
ncr atleos,3.9,"software engineer, tool & infrastructure, reliability & test","Palo Alto, CA",1d,222K,software engineer,not specified,,Palo Alto,CA,False,False,United States,1,,
electronic warfare associates,3.8,"software engineer, engineering acceleration","San Francisco, CA",5d,82K - 118K,software engineer,not specified,,San Francisco,CA,False,False,United States,5,82000.0,118000.0
"billgo, inc.",3.3,atm software engineer (level iii),"Frisco, TX",30d+,69K - 107K,software engineer,senior,,Frisco,TX,False,False,United States,30,69000.0,107000.0
genesys,3.6,software engineer,"Mount Laurel, NJ",30d+,95K - 143K,software engineer,not specified,,Mount Laurel,NJ,False,False,United States,30,95000.0,143000.0
january technologies,4.5,software engineer iii,"Fort Collins, CO",12d,,software engineer,senior,,Fort Collins,CO,False,False,United States,12,,
zebra technologies,4.1,javascript software engineer – analytics ui team,"Indianapolis, IN",4d,,software engineer,not specified,"java, javascript",Indianapolis,IN,False,False,United States,4,,
credit one bank,3.8,"software engineer, borrower activation",United States,12d,,software engineer,not specified,,United States,,False,False,United States,12,,
visa,3.8,"devsecops software engineer, ii","Holtsville, NY",30d+,,software engineer,junior,,Holtsville,NY,False,False,United States,30,,
foot locker,4.6,software engineer i,"Las Vegas, NV",8d,,software engineer,junior,,Las Vegas,NV,False,False,United States,8,,
legalzoom,3.8,sr. sw engineer,"Bellevue, WA",20d,,other,senior,,Bellevue,WA,False,False,United States,20,,
"red hat, inc.",2.7,"lead software engineer, integrations (boomi)","Dallas, TX",30d+,,software engineer,leadership,,Dallas,TX,False,False,United States,30,,
"turn5, inc.",3.5,"senior software engineer, ios","Glendale, CA",10d,,software engineer,senior,,Glendale,CA,False,False,United States,10,,
university of nebraska medical center,4.5,software integration engineer,"Raleigh, NC",10d,,software engineer,not specified,,Raleigh,NC,False,False,United States,10,,
michelin,4.0,software developer,"Paoli, PA",15d,,software engineer,not specified,,Paoli,PA,False,False,United States,15,,
ren global inc.,4.1,software engineer ii,"Omaha, NE",4d,,software engineer,junior,,Omaha,NE,False,False,United States,4,,
ford motor company,3.1,trainee automation engineer,"Ela, NC",3d,,other,not specified,,Ela,NC,False,False,United States,3,,
boeing,3.7,sr. software engineer,Remote,8d,,software engineer,senior,,,,True,False,United States,8,,
disney,3.7,software engineer,"Santa Fe Springs, CA",30d+,,software engineer,not specified,,Santa Fe Springs,CA,False,False,United States,30,,
super micro computer,3.4,full stack software engineer - mid-level,data not available,2d,,software engineer,mid-level,fullstack,,,False,True,United States,2,,
ava counsulting,4.2,"software engineer, tools gpu (core)","Emeryville, CA",15d,,software engineer,not specified,,Emeryville,CA,False,False,United States,15,,
workday,4.0,software engineer - applied ai,"San Jose, CA",30d+,,software engineer,not specified,,San Jose,CA,False,False,United States,30,,
cubesmart,4.0,automated driving software engineer,"Ann Arbor, MI",13d,,software engineer,not specified,,Ann Arbor,MI,False,False,United States,13,,
simplisafe,2.9,"software development engineer, devops (us federal)","McLean, VA",6d,,software engineer,not specified,devops,McLean,VA,False,False,United States,6,,
inspire brands,3.7,senior software engineer,"Malvern, PA",10d,,software engineer,senior,,Malvern,PA,False,False,United States,10,,
finsync,4.4,"senior software engineer, ml ops","Boston, MA",9d,,software engineer,senior,,Boston,MA,False,False,United States,9,,
deluxe media,3.5,software engineer,"Atlanta, GA",2d,,software engineer,not specified,,Atlanta,GA,False,False,United States,2,,
meta,3.7,senior software engineer (ruby),"Kennesaw, GA",1d,,software engineer,senior,,Kennesaw,GA,False,False,United States,1,,
liquibase,3.8,software engineer,"Burbank, CA",30d+,,software engineer,not specified,,Burbank,CA,False,False,United States,30,,
afterpay,4.8,"software engineer, gameplay - reality labs","New York, NY",30d+,,software engineer,not specified,,New York,NY,False,False,United States,30,,
apple,,"site reliability engineer (remote, us-based)","Austin, TX",3d,,other,not specified,,Austin,TX,False,False,United States,3,,
youtube,,senior software engineer,"Milwaukee, WI",12d,,software engineer,senior,,Milwaukee,WI,False,False,United States,12,,
kasmo inc,,"aiml - software engineer, information intelligence","Seattle, WA",1d,,software engineer,not specified,,Seattle,WA,False,False,United States,1,,
systems technology & research inc.,,"software engineer iii, machine learning (recommendations, rankings, and predictions), youtube","Mountain View, CA",3d,,software engineer,senior,,Mountain View,CA,False,False,United States,3,,
timescale,,plc software engineer,"Detroit, MI",18d,,software engineer,not specified,,Detroit,MI,False,False,United States,18,,
interimage,,software engineer,United States,30d+,,software engineer,not specified,,United States,,False,False,United States,30,,
tdi technologies,,senior software engineer - backend - ai projects,Remote,24d,,software engineer,senior,backend,,,True,False,United States,24,,
abbott laboratories,,2172 software engineer 1,"Fort Meade, MD",18d,,software engineer,junior,,Fort Meade,MD,False,False,United States,18,,
prove,,database software engineer,Pennsylvania,6d,,software engineer,not specified,,Pennsylvania,,False,False,United States,6,,
"red hat, inc.",,sr. software engineer – full stack,"Alameda, CA",3d,,software engineer,senior,fullstack,Alameda,CA,False,False,United States,3,,
coinbase,,platform engineer ii/ software engineer,"Ireland, WV",30d+,,software engineer,junior,,Ireland,WV,False,False,United States,30,,
home care pulse llc,,gpu/accelerator packaging software engineer,"Boston, MA",30d+,,software engineer,not specified,,Boston,MA,False,False,United States,30,,
chatsworth products,,"senior software engineer, infrastructure - platform (routing)",Remote,6d,,software engineer,senior,,,,True,False,United States,6,,
state street,,senior full stack software engineer,"Tampa, FL",24d,,software engineer,senior,fullstack,Tampa,FL,False,False,United States,24,,
kla corporation,,software engineer,"Round Rock, TX",3d,,software engineer,not specified,,Round Rock,TX,False,False,United States,3,,
fico,,software application developer - officer (onsite),"Boston, MA",12d,,software engineer,not specified,,Boston,MA,False,False,United States,12,,
sirius xm,,"software engineer (c++/ood/oop, linux, multi-thread/multi-process)","Milpitas, CA",30d+,,software engineer,not specified,c++,Milpitas,CA,False,False,United States,30,,
spotify,,senior java engineer,"San Rafael, CA",6d,,other,senior,java,San Rafael,CA,False,False,United States,6,,
etc,,software engineer iii,"Oakland, CA",30d+,,software engineer,senior,,Oakland,CA,False,False,United States,30,,
"capsquare systems, inc.",,"android engineer, music","New York, NY",20d,,other,not specified,,New York,NY,False,False,United States,20,,
mckesson,,software engineer - entertainment controls,"Middleton, WI",30d+,,software engineer,not specified,,Middleton,WI,False,False,United States,30,,
biomerieux sa,,software engineer,"Troy, MI",12d,,software engineer,not specified,,Troy,MI,False,False,United States,12,,
"amazon data services, inc.",,senior software engineer,"Irving, TX",30d+,,software engineer,senior,,Irving,TX,False,False,United States,30,,
darkstar intelligence llc,,software engineer ii - cybersecurity and os configuration,"Salt Lake City, UT",3d,,software engineer,junior,,Salt Lake City,UT,False,False,United States,3,,
fidelity investments,,"software development engineer, network core-r&d","Seattle, WA",25d,,software engineer,not specified,,Seattle,WA,False,False,United States,25,,
"10zig technology, inc.",,software engineer,"Annapolis Junction, MD",25d,,software engineer,not specified,,Annapolis Junction,MD,False,False,United States,25,,
"ekeo group, llc",,senior software engineer in test,"Westlake, TX",4d,,software engineer,senior,,Westlake,TX,False,False,United States,4,,
axs,,qa automation engineer,"Phoenix, AZ",3d,,qa/test engineer,not specified,,Phoenix,AZ,False,False,United States,3,,
"red hat, inc.",,software engineer,"Bloomington, MN",13d,,software engineer,not specified,,Bloomington,MN,False,False,United States,13,,
coupang,,analytics engineer,"Los Angeles, CA",3d,,other,not specified,,Los Angeles,CA,False,False,United States,3,,
"verve, inc.",,senior software engineer,"Raleigh, NC",3d,,software engineer,senior,,Raleigh,NC,False,False,United States,3,,
arsiem,,staff software engineer,"Seattle, WA",3d,,software engineer,not specified,,Seattle,WA,False,False,United States,3,,
freeform,,senior software qa engineer,"Cambridge, MA",3d,,qa/test engineer,senior,,Cambridge,MA,False,False,United States,3,,
aspen publishing,,568 software engineer 0,"Annapolis Junction, MD",30d+,,software engineer,not specified,,Annapolis Junction,MD,False,False,United States,30,,
calspan corporation,,software engineer (c++),"Los Angeles, CA",9d,,software engineer,not specified,c++,Los Angeles,CA,False,False,United States,9,,
northrop grumman,,software engineer,"Burlington, MA",1d,,software engineer,not specified,,Burlington,MA,False,False,United States,1,,
finish line,,software engineer - wind tunnels & hypersonics,"Saint Paul, MN",30d+,,software engineer,not specified,,Saint Paul,MN,False,False,United States,30,,
ubs,,software development analyst,"El Segundo, CA",10d,,other,not specified,,El Segundo,CA,False,False,United States,10,,
paycom,,senior software engineer - enterprise solutions,"Indianapolis, IN",12d,,software engineer,senior,,Indianapolis,IN,False,False,United States,12,,
oracle,,software engineer/developer,"Raleigh, NC",12d,,software engineer,not specified,,Raleigh,NC,False,False,United States,12,,
"patriot technology and business partners, inc.",,software developer,"Oklahoma City, OK",30d+,,software engineer,not specified,,Oklahoma City,OK,False,False,United States,30,,
salesforce,,senior software engineer,United States,1d,,software engineer,senior,,United States,,False,False,United States,1,,
clarity innovations,,software applications engineer,"Orlando, FL",23d,,software engineer,not specified,,Orlando,FL,False,False,United States,23,,
adobe,,"senior full stack software engineer, code builder/ide","San Francisco, CA",30d+,,software engineer,senior,fullstack,San Francisco,CA,False,False,United States,30,,
blue origin,,software engineer (full stack) (qc) tto16-002,United States,8d,,software engineer,not specified,fullstack,United States,,False,False,United States,8,,
"tru simulation + training, inc.",,senior software engineer,"San Jose, CA",30d+,,software engineer,senior,,San Jose,CA,False,False,United States,30,,
apple,,aerospace app software engineer ii,"Seattle, WA",27d,,software engineer,junior,,Seattle,WA,False,False,United States,27,,
cart.com,,"software engineer (aerodynamics) - tru simulation training, inc.","Tampa, FL",2d,,software engineer,not specified,,Tampa,FL,False,False,United States,2,,
realwork labs,,io software systems test engineer,"San Diego, CA",9d,,qa/test engineer,not specified,,San Diego,CA,False,False,United States,9,,
disney,,software engineer,Texas,30d+,,software engineer,not specified,,Texas,,False,False,United States,30,,
megaport,,senior software engineer,"Austin, TX",10d,,software engineer,senior,,Austin,TX,False,False,United States,10,,
"vision technologies, inc",,staff software engineer,"Celebration, FL",30d,,software engineer,not specified,,Celebration,FL,False,False,United States,30,,
thermo fisher scientific,,deployment engineer,data not available,2d,,other,not specified,,,,False,True,United States,2,,
innovative defense technologies (idt),,software engineer iii,United States,12d,,software engineer,senior,,United States,,False,False,United States,12,,
salesforce,,software quality assurance engineer iii,"Tewksbury, MA",16d,,software engineer,senior,,Tewksbury,MA,False,False,United States,16,,
atrium health,,software engineer,"Arlington, VA",5d,,software engineer,not specified,,Arlington,VA,False,False,United States,5,,
boeing,,software engineer - ml infrastructure,"Bellevue, WA",30d+,,software engineer,not specified,,Bellevue,WA,False,False,United States,30,,
nvidia,,servicenow sr software engineer,"Charlotte, NC",1d,,software engineer,senior,,Charlotte,NC,False,False,United States,1,,
boeing,,senior full stack software engineer,"Annapolis Junction, MD",3d,,software engineer,senior,fullstack,Annapolis Junction,MD,False,False,United States,3,,
pacbio,,principal software engineer - full stack,"Santa Clara, CA",2d,,software engineer,leadership,fullstack,Santa Clara,CA,False,False,United States,2,,
marquis software solutions inc,,software engineer (associate or experienced),"Tukwila, WA",30d+,,software engineer,not specified,,Tukwila,WA,False,False,United States,30,,
semper valens solutions,,"senior engineer, software, test","Menlo Park, CA",13d,,software engineer,senior,,Menlo Park,CA,False,False,United States,13,,
"chick-fil-a, inc.",,sr software engineer,"Plano, TX",30d+,,software engineer,senior,,Plano,TX,False,False,United States,30,,
apple,,software engineer,"Belcamp, MD",11d,,software engineer,not specified,,Belcamp,MD,False,False,United States,11,,
cvs health,,lead software engineer,"Atlanta, GA",15d,,software engineer,leadership,,Atlanta,GA,False,False,United States,15,,
alcorn state university,,senior software qa engineer apple sevices engineering.,"Seattle, WA",24h,,qa/test engineer,senior,,Seattle,WA,False,False,United States,24,,
"amazon web services, inc. - a97",,principal software development engineer,"Hartford, CT",2d,,software engineer,leadership,,Hartford,CT,False,False,United States,2,,
reevo,,software engineer/instructor,"Lorman, MS",30d+,,software engineer,not specified,,Lorman,MS,False,False,United States,30,,
teledyne technologies inc.,,"software dev engineer ii, aws applications","Seattle, WA",26d,,software engineer,junior,,Seattle,WA,False,False,United States,26,,
adobe,,senior software engineer,"Santa Clara, CA",3d,,software engineer,senior,,Santa Clara,CA,False,False,United States,3,,
honda,,software engineer,"Elgin, IL",30d+,,software engineer,not specified,,Elgin,IL,False,False,United States,30,,
westchester community college,,software development engineer in test,"San Francisco, CA",30d+,,qa/test engineer,not specified,,San Francisco,CA,False,False,United States,30,,
dps telecom,,software & system dev. sr. engineer,"Raymond, OH",30d+,,software engineer,senior,,Raymond,OH,False,False,United States,30,,
roblox,,software engineer ii,"Valhalla, NY",3d,,software engineer,junior,,Valhalla,NY,False,False,United States,3,,
openai,,embedded software engineer (entry-level),"Lake Hopatcong, NJ",2d,,software engineer,junior,,Lake Hopatcong,NJ,False,False,United States,2,,
"akina, inc.",,senior software engineer - app orchestration,"San Mateo, CA",30d+,,software engineer,senior,,San Mateo,CA,False,False,United States,30,,
rxo,,"software engineer, machine learning compute","San Francisco, CA",6d,,software engineer,not specified,,San Francisco,CA,False,False,United States,6,,
infosys,,software engineer - 3 (apache nifi),"Annapolis Junction, MD",18d,,software engineer,senior,,Annapolis Junction,MD,False,False,United States,18,,
medtronic,,senior software engineer,"Southfield, MI",19d,,software engineer,senior,,Southfield,MI,False,False,United States,19,,
data not available,,junior python developer,"Charlotte, NC",2d,,other,junior,python,Charlotte,NC,False,False,United States,2,,
data not available,,gui software engineer ii - surgical robotics,"Boston, MA",10d,,software engineer,junior,,Boston,MA,False,False,United States,10,,
